lens_make,lens_model,lens_type,lens_crop_factor,lens_dist_model,lens_dist_focal,lens_dist_a,lens_dist_b,lens_dist_c,lens_dist_k1,lens_dist_k2,lens_dist_k3,Corner Radius
Panasonic,Fixed lens DMC-FZ3,,7.6,ptlens,55.2,0,0.002567,0,,,,0.05156680886
Panasonic,Fixed lens DMC-FZ30,,4.73,ptlens,7.4,0.014174,-0.039301,0,,,,0.6180591867
Panasonic,Fixed lens DMC-FZ30,,4.73,ptlens,8.9,0.011806,-0.025518,0,,,,0.513891908
Panasonic,Fixed lens DMC-FZ30,,4.73,ptlens,10.9,0.005042,-0.008641,0,,,,0.4195998148
Panasonic,Fixed lens DMC-FZ30,,4.73,ptlens,15.1,0,0.002124,0,,,,0.3028899326
Panasonic,Fixed lens DMC-FZ30,,4.73,ptlens,21.7,0,0.001727,0,,,,0.2107667273
Panasonic,Fixed lens DMC-FZ30,,4.73,ptlens,31.8,0,-0.00058,0,,,,0.1438250938
Panasonic,Fixed lens DMC-FZ30,,4.73,ptlens,50.7,0,-0.002237,0,,,,0.09020982212
Panasonic,Fixed lens DMC-FZ30,,4.73,ptlens,63.9,0,-0.001695,0,,,,0.07157492929
Panasonic,Fixed lens DMC-FZ30,,4.73,ptlens,77.7,0,-0.001747,0,,,,0.05886277969
Panasonic,Fixed lens DMC-FZ30,,4.73,ptlens,88.8,0,-0.001182,0,,,,0.05150493222
Panasonic,Fixed lens DMC-FZ40,,5.81,ptlens,4.5,0.00326892,-0.0150012,-0.0488601,,,,0.8274357488
Panasonic,Fixed lens DMC-FZ40,,5.81,ptlens,6.7,0.00422536,-0.0118633,-0.00142388,,,,0.5557404283
Panasonic,Fixed lens DMC-FZ40,,5.81,ptlens,7.9,0.00249683,-0.00344839,-0.00132302,,,,0.4713241607
Panasonic,Fixed lens DMC-FZ40,,5.81,ptlens,12.4,0,0.00470354,0,,,,0.3002791024
Panasonic,Fixed lens DMC-FZ40,,5.81,ptlens,13.8,0,0.00443564,0,,,,0.269816005
Panasonic,Fixed lens DMC-FZ40,,5.81,ptlens,35.3,0,0.00177934,0,,,,0.1054804779
Panasonic,Fixed lens DMC-FZ40,,5.81,ptlens,108,0,0.000258829,0,,,,0.03447648953
Panasonic,Fixed lens DMC-FZ5,,6,ptlens,6,0.007805,-0.026346,0,,,,0.6009252126
Panasonic,Fixed lens DMC-FZ5,,6,ptlens,7.7,0.008566,-0.017707,0,,,,0.4682534124
Panasonic,Fixed lens DMC-FZ5,,6,ptlens,9.5,0,0.003184,0,,,,0.3795317132
Panasonic,Fixed lens DMC-FZ5,,6,ptlens,13.4,0.000617,0.002603,0,,,,0.2690709907
Panasonic,Fixed lens DMC-FZ5,,6,ptlens,26.8,0,0.001,0,,,,0.1345354954
Panasonic,Fixed lens DMC-FZ5,,6,ptlens,51.8,0,0.001249,0,,,,0.06960523698
Panasonic,Fixed lens DMC-FZ5,,6,ptlens,63.3,0,0.003277,0,,,,0.05695973579
Panasonic,Fixed lens DMC-FZ5,,6,ptlens,72,0,0.004148,0,,,,0.05007710105
Panasonic,Fixed lens DMC-LF1,,4.67,ptlens,6,0.0290756,-0.105241,-0.00975908,,,,0.7720666543
Panasonic,Fixed lens DMC-LF1,,4.67,ptlens,7.5,0.0254088,-0.104486,0.0517154,,,,0.6176533234
Panasonic,Fixed lens DMC-LF1,,4.67,ptlens,10.7,0.00649441,-0.0339281,0.00949454,,,,0.4329345725
Panasonic,Fixed lens DMC-LF1,,4.67,ptlens,15,-0.00579877,0.0113171,-0.0224867,,,,0.3088266617
Panasonic,Fixed lens DMC-LF1,,4.67,ptlens,19.2,-0.0114423,0.0258147,-0.0243471,,,,0.2412708295
Panasonic,Fixed lens DMC-LF1,,4.67,ptlens,28.9,-0.00393443,0.00375899,0.00442879,,,,0.1602906549
Panasonic,Fixed lens DMC-LF1,,4.67,ptlens,34.2,-0.00539526,0.00468442,0.0148425,,,,0.1354502902
Panasonic,Fixed lens DMC-LF1,,4.67,ptlens,42.8,-0.00292388,0.00778436,0.00956107,,,,0.1082336431
Panasonic,Fixed lens DMC-LX1 16:9,,4.45,ptlens,6.3,0.007252,-0.024439,0,,,,0.7716535635
Panasonic,Fixed lens DMC-LX1 16:9,,4.45,ptlens,6.7,0.005478,-0.019975,0,,,,0.725584694
Panasonic,Fixed lens DMC-LX1 16:9,,4.45,ptlens,7.5,0.003453,-0.012092,0,,,,0.6481889933
Panasonic,Fixed lens DMC-LX1 16:9,,4.45,ptlens,9.3,0,-0.000134,0,,,,0.5227330591
Panasonic,Fixed lens DMC-LX1 16:9,,4.45,ptlens,10.8,0,0.001701,0,,,,0.4501312454
Panasonic,Fixed lens DMC-LX1 16:9,,4.45,ptlens,14.4,0,0.003043,0,,,,0.337598434
Panasonic,Fixed lens DMC-LX1 16:9,,4.45,ptlens,19.2,0,0.00316,0,,,,0.2531988255
Panasonic,Fixed lens DMC-LX1 16:9,,4.45,ptlens,23.2,0,0.003386,0,,,,0.2095438556
Panasonic,Fixed lens DMC-LX1 16:9,,4.45,ptlens,25.2,0,0.003557,0,,,,0.1929133909
Panasonic,Fixed lens DMC-LX10,,2.73,ptlens,8.8,0.03407635618,-0.1129395179,-0.004783279409,,,,0.9004873315
Panasonic,Fixed lens DMC-LX10,,2.73,ptlens,10.2,0.01723911037,-0.06129244848,-0.02806987505,,,,0.7768910311
Panasonic,Fixed lens DMC-LX10,,2.73,ptlens,12.8,0.008660021461,-0.02921133108,-0.02764578986,,,,0.6190850404
Panasonic,Fixed lens DMC-LX10,,2.73,ptlens,18.3,0.0007157633537,0.0005177667347,-0.02769927024,,,,0.4330212305
Panasonic,Fixed lens DMC-LX10,,2.73,ptlens,25.6,-0.003576263224,0.01559464419,-0.03026614029,,,,0.3095425202
Panasonic,Fixed lens DMC-LX10,,2.73,ptlens,26.4,-0.001487850969,0.003735069939,-0.01911848944,,,,0.3001624438
Panasonic,Fixed lens DMC-LX100,,2.21,ptlens,10.9,0.02706,-0.09683,-0.02057,,,,0.8980575222
Panasonic,Fixed lens DMC-LX100,,2.21,ptlens,12.5,0.02981,-0.10327,0.00595,,,,0.7831061594
Panasonic,Fixed lens DMC-LX100,,2.21,ptlens,15.9,0.02515,-0.08331,0.02024,,,,0.6156494964
Panasonic,Fixed lens DMC-LX100,,2.21,ptlens,22.7,0.00868,-0.02576,-0.00005,,,,0.4312258587
Panasonic,Fixed lens DMC-LX100,,2.21,ptlens,31.5,0,0.00046,0,,,,0.3107564125
Panasonic,Fixed lens DMC-LX100,,2.21,ptlens,34,0,0.00324,0,,,,0.2879066762
Panasonic,Fixed lens DMC-LX3 4:3,,4.7,ptlens,5.1,-0.003959,0.004736,-0.081302,,,,0.9025159638
Panasonic,Fixed lens DMC-LX3 4:3,,4.7,ptlens,5.4,-0.005553,0.009049,-0.077906,,,,0.8523761881
Panasonic,Fixed lens DMC-LX3 4:3,,4.7,ptlens,5.9,0.011732,-0.066315,0.029221,,,,0.7801409179
Panasonic,Fixed lens DMC-LX3 4:3,,4.7,ptlens,6.3,-0.008619,0.017573,-0.069065,,,,0.7306081612
Panasonic,Fixed lens DMC-LX3 4:3,,4.7,ptlens,6.8,-0.012256,0.036251,-0.088407,,,,0.6768869729
Panasonic,Fixed lens DMC-LX3 4:3,,4.7,ptlens,7.4,0.009106,-0.048429,0.022523,,,,0.6220042453
Panasonic,Fixed lens DMC-LX3 4:3,,4.7,ptlens,7.9,0.000603,-0.027831,0.020523,,,,0.582636888
Panasonic,Fixed lens DMC-LX3 4:3,,4.7,ptlens,8.8,-0.018814,0.05937,-0.09218,,,,0.5230490245
Panasonic,Fixed lens DMC-LX3 4:3,,4.7,ptlens,9.3,-0.001016,-0.0103,-0.001994,,,,0.4949281092
Panasonic,Fixed lens DMC-LX3 4:3,,4.7,ptlens,10.2,-0.017673,0.055682,-0.082869,,,,0.4512579819
Panasonic,Fixed lens DMC-LX3 4:3,,4.7,ptlens,11.1,-0.011262,0.038785,-0.06804,,,,0.4146694969
Panasonic,Fixed lens DMC-LX3 4:3,,4.7,ptlens,12.1,-0.011262,0.038785,-0.06804,,,,0.3803992905
Panasonic,Fixed lens DMC-LX3 4:3,,4.7,ptlens,12.8,-0.011262,0.038785,-0.06804,,,,0.3595962043
Panasonic,Fixed lens DMC-LX5 4:3,,4.71,ptlens,5.1,0.03955,-0.16355,0.11864,,,,0.900599794
Panasonic,Fixed lens DMC-LX5 4:3,,4.71,ptlens,6,0.02451,-0.08952,0.03353,,,,0.7655098249
Panasonic,Fixed lens DMC-LX5 4:3,,4.71,ptlens,7.5,0.00853,-0.03409,0.00531,,,,0.61240786
Panasonic,Fixed lens DMC-LX5 4:3,,4.71,ptlens,10.7,0.00594,-0.02024,0.0042,,,,0.4292578458
Panasonic,Fixed lens DMC-LX5 4:3,,4.71,ptlens,14.9,0.00141,-0.00799,0.00152,,,,0.3082589899
Panasonic,Fixed lens DMC-LX5 4:3,,4.71,ptlens,19.2,0.00095,-0.00297,-0.00298,,,,0.2392218203
Panasonic,Fixed lens DMC-LX7 4:3,,5.1,ptlens,4.7,0.02076,-0.11853,0.05898,,,,0.9025159638
Panasonic,Fixed lens DMC-LX7 4:3,,5.1,ptlens,5.5,0.01453,-0.07905,0.02713,,,,0.7712409145
Panasonic,Fixed lens DMC-LX7 4:3,,5.1,ptlens,6.9,0.00063,-0.03486,0.03442,,,,0.6147572507
Panasonic,Fixed lens DMC-LX7 4:3,,5.1,ptlens,9.8,-0.00577,0.00314,0.01006,,,,0.4328392888
Panasonic,Fixed lens DMC-LX7 4:3,,5.1,ptlens,13.7,-0.00367,0.00263,0.01366,,,,0.309622265
Panasonic,Fixed lens DMC-LX7 4:3,,5.1,ptlens,17.7,-0.00223,-0.00193,0.02159,,,,0.2396511316
Panasonic,Fixed lens DMC-LZ2,,6.06,ptlens,6.1,0.018339,-0.048901,0,,,,0.585221762
Panasonic,Fixed lens DMC-LZ2,,6.06,ptlens,7,0.011425,-0.029522,0,,,,0.509978964
Panasonic,Fixed lens DMC-LZ2,,6.06,ptlens,7.9,0.010736,-0.024495,0,,,,0.4518800947
Panasonic,Fixed lens DMC-LZ2,,6.06,ptlens,8.9,0.007669,-0.016263,0,,,,0.4011070503
Panasonic,Fixed lens DMC-LZ2,,6.06,ptlens,11.4,0,0.00068,0,,,,0.3131449779
Panasonic,Fixed lens DMC-LZ2,,6.06,ptlens,16.1,0,0.00105,0,,,,0.2217299843
Panasonic,Fixed lens DMC-LZ2,,6.06,ptlens,22.7,0,0.001032,0,,,,0.1572622356
Panasonic,Fixed lens DMC-LZ2,,6.06,ptlens,27.6,0,0,0,,,,0.1293424909
Panasonic,Fixed lens DMC-LZ2,,6.06,ptlens,36.6,0,0,0,,,,0.09753696033
Panasonic,Fixed lens DMC-TZ100,,2.75,ptlens,9.1,0.00708902,-0.040959,-0.0636536,,,,0.8644678383
Panasonic,Fixed lens DMC-TZ100,,2.75,ptlens,11,0.0095907,-0.0535213,0.00920877,,,,0.7151506662
Panasonic,Fixed lens DMC-TZ100,,2.75,ptlens,14.6,0,-0.0124246,0,,,,0.5388121458
Panasonic,Fixed lens DMC-TZ100,,2.75,ptlens,18.2,0,-0.00155103,0,,,,0.4322339191
Panasonic,Fixed lens DMC-TZ100,,2.75,ptlens,23.7,0,0.00368039,0,,,,0.3319264695
Panasonic,Fixed lens DMC-TZ100,,2.75,ptlens,36.6,0,0.00140267,0,,,,0.2149359926
Panasonic,Fixed lens DMC-TZ100,,2.75,ptlens,54.8,0,0.00153697,0,,,,0.143552141
Panasonic,Fixed lens DMC-TZ100,,2.75,ptlens,91,0,-0.000878659,0,,,,0.08644678383
Panasonic,Fixed lens DMC-TZ60,,5.58,ptlens,4.3,0.10898,-0.3138,0.1171,,,,0.9016132222
Panasonic,Fixed lens DMC-TZ60,,5.58,ptlens,5.4,0.04935,-0.16257,0.08998,,,,0.7179512695
Panasonic,Fixed lens DMC-TZ60,,5.58,ptlens,6.3,0.0239,-0.07731,0.03149,,,,0.6153868024
Panasonic,Fixed lens DMC-TZ60,,5.58,ptlens,10.3,-0.016,0.04475,-0.02684,,,,0.3764016364
Panasonic,Fixed lens DMC-TZ60,,5.58,ptlens,11.7,-0.01122,0.02923,-0.01147,,,,0.3313621244
Panasonic,Fixed lens DMC-TZ60,,5.58,ptlens,41.4,-0.01376,0.03001,-0.00944,,,,0.09364581776
Panasonic,Fixed lens DMC-TZ60,,5.58,ptlens,129,-0.01196,0.02828,-0.03556,,,,0.03005377407
Panasonic,Leica DG Nocticron 42.5mm f/1.2 Asph. Power OIS,,2,ptlens,43,0.00946,-0.02442,0.00801,,,,0.251550089
Panasonic,Leica DG Vario-Elmar 100-400mm f/4.0-6.3 Asph. Power OIS,,2,ptlens,100,0.00284,-0.00387,0.01244,,,,0.1081665383
Panasonic,Leica DG Vario-Elmar 100-400mm f/4.0-6.3 Asph. Power OIS,,2,ptlens,120,0.00174,0.00271,-0.00025,,,,0.09013878189
Panasonic,Leica DG Vario-Elmar 100-400mm f/4.0-6.3 Asph. Power OIS,,2,ptlens,141,-0.00008,0.00959,-0.01037,,,,0.07671385692
Panasonic,Leica DG Vario-Elmar 100-400mm f/4.0-6.3 Asph. Power OIS,,2,ptlens,150,-0.00322,0.0191,-0.01846,,,,0.07211102551
Panasonic,Leica DG Vario-Elmar 100-400mm f/4.0-6.3 Asph. Power OIS,,2,ptlens,161,0.00239,-0.00411,0.01712,,,,0.06718418526
Panasonic,Leica DG Vario-Elmar 100-400mm f/4.0-6.3 Asph. Power OIS,,2,ptlens,180,0.00416,-0.0107,0.02402,,,,0.06009252126
Panasonic,Leica DG Vario-Elmar 100-400mm f/4.0-6.3 Asph. Power OIS,,2,ptlens,200,0.00786,-0.02136,0.03288,,,,0.05408326913
Panasonic,Leica DG Vario-Elmar 100-400mm f/4.0-6.3 Asph. Power OIS,,2,ptlens,250,0.0003,0.0009,0.01253,,,,0.04326661531
Panasonic,Leica DG Vario-Elmar 100-400mm f/4.0-6.3 Asph. Power OIS,,2,ptlens,300,-0.00101,0.00191,0.01449,,,,0.03605551275
Panasonic,Leica DG Vario-Elmar 100-400mm f/4.0-6.3 Asph. Power OIS,,2,ptlens,350,-0.00092,-0.00139,0.02072,,,,0.03090472522
Panasonic,Leica DG Vario-Elmar 100-400mm f/4.0-6.3 Asph. Power OIS,,2,ptlens,400,0.00056,-0.0033,0.01697,,,,0.02704163457
Panasonic,Leica DG Vario-Elmarit 8-18mm f/2.8-4 Asph.,,2,ptlens,8,0.01817,-0.09703,0.06238,,,,1.352081728
Panasonic,Leica DG Vario-Elmarit 8-18mm f/2.8-4 Asph.,,2,ptlens,9,0.01059,-0.06816,0.0357,,,,1.201850425
Panasonic,Leica DG Vario-Elmarit 8-18mm f/2.8-4 Asph.,,2,ptlens,10,0.00228,-0.03977,0.02225,,,,1.081665383
Panasonic,Leica DG Vario-Elmarit 8-18mm f/2.8-4 Asph.,,2,ptlens,11,-0.00077,-0.0256,0.01571,,,,0.983332166
Panasonic,Leica DG Vario-Elmarit 8-18mm f/2.8-4 Asph.,,2,ptlens,12,-0.00513,-0.00664,0.00152,,,,0.9013878189
Panasonic,Leica DG Vario-Elmarit 8-18mm f/2.8-4 Asph.,,2,ptlens,13,-0.0127,0.01902,-0.0139,,,,0.8320502943
Panasonic,Leica DG Vario-Elmarit 8-18mm f/2.8-4 Asph.,,2,ptlens,14,-0.01172,0.01719,-0.00699,,,,0.7726181305
Panasonic,Leica DG Vario-Elmarit 8-18mm f/2.8-4 Asph.,,2,ptlens,15,-0.01907,0.04576,-0.03171,,,,0.7211102551
Panasonic,Leica DG Vario-Elmarit 8-18mm f/2.8-4 Asph.,,2,ptlens,16,-0.01782,0.04616,-0.03388,,,,0.6760408641
Panasonic,Leica DG Vario-Elmarit 8-18mm f/2.8-4 Asph.,,2,ptlens,17,-0.01968,0.0522,-0.03806,,,,0.6362737545
Panasonic,Leica DG Vario-Elmarit 8-18mm f/2.8-4 Asph.,,2,ptlens,18,-0.01347,0.035,-0.02218,,,,0.6009252126
Panasonic,Leica DG Vario-Summilux 10-25mm f/1.7 Asph.,,2,ptlens,10,0.012437,-0.050968,-0.015404,,,,1.081665383
Panasonic,Leica DG Vario-Summilux 10-25mm f/1.7 Asph.,,2,ptlens,12,0.005059,-0.027192,-0.012287,,,,0.9013878189
Panasonic,Leica DG Vario-Summilux 10-25mm f/1.7 Asph.,,2,ptlens,14,0.000664,-0.008187,-0.014037,,,,0.7726181305
Panasonic,Leica DG Vario-Summilux 10-25mm f/1.7 Asph.,,2,ptlens,17,-0.004123,0.010819,-0.020793,,,,0.6362737545
Panasonic,Leica DG Vario-Summilux 10-25mm f/1.7 Asph.,,2,ptlens,20,-0.003704,0.008565,-0.00498,,,,0.5408326913
Panasonic,Leica DG Vario-Summilux 10-25mm f/1.7 Asph.,,2,ptlens,22,-0.012484,0.040107,-0.034334,,,,0.491666083
Panasonic,Leica DG Vario-Summilux 10-25mm f/1.7 Asph.,,2,ptlens,25,-0.002521,0.013214,-0.010094,,,,0.4326661531
Panasonic,Lumix G 14mm f/2.5 Asph.,,2,ptlens,14,0.0115556,-0.0589829,0.000154452,,,,0.7726181305
Panasonic,Lumix G 14mm f/2.5 Asph. + GWC1 0.79x,,2,ptlens,14,0.000389003,-0.0125969,-0.00230827,,,,0.7726181305
Panasonic,Lumix G 14mm f/2.5 II,,2,ptlens,14,0.00401,-0.02455,-0.04437,,,,0.7726181305
Panasonic,Lumix G 20mm f/1.7 Asph.,,2,ptlens,20,0.00670602,-0.0381172,0.0065352,,,,0.5408326913
Panasonic,Lumix G 20mm f/1.7 II Asph.,,2,ptlens,20,0.01169,-0.0533,0.02618,,,,0.5408326913
Panasonic,Lumix G 25mm f/1.7 Asph.,,2,ptlens,25,0.006901,-0.043711,0.032678,,,,0.4326661531
Panasonic,Lumix G 42.5mm f/1.7,,2,ptlens,43,0.00306,-0.02178,0.01278,,,,0.251550089
Panasonic,Lumix G Macro 30mm f/2.8,,2,ptlens,30,-0.0126,0.04708,-0.0467,,,,0.3605551275
Panasonic,Lumix G Vario 100-300mm f/4.0-5.6,,2,ptlens,100,-0.000115873,0.00367061,0.000486072,,,,0.1081665383
Panasonic,Lumix G Vario 100-300mm f/4.0-5.6,,2,ptlens,150,-0.000100403,0.000815659,0.00253173,,,,0.07211102551
Panasonic,Lumix G Vario 100-300mm f/4.0-5.6,,2,ptlens,197,-0.0029432,0.0069786,-0.00246844,,,,0.05490687222
Panasonic,Lumix G Vario 100-300mm f/4.0-5.6,,2,ptlens,246,-0.00294535,0.0111089,-0.010398,,,,0.04397013751
Panasonic,Lumix G Vario 100-300mm f/4.0-5.6,,2,ptlens,300,0.00409853,-0.00799507,0.00980475,,,,0.03605551275
Panasonic,Lumix G Vario 12-32mm f/3.5-5.6 Asph. Mega OIS,,2,ptlens,12,0.02222,-0.06354,-0.05077,,,,0.9013878189
Panasonic,Lumix G Vario 12-32mm f/3.5-5.6 Asph. Mega OIS,,2,ptlens,14,0.02389,-0.07355,0.00922,,,,0.7726181305
Panasonic,Lumix G Vario 12-32mm f/3.5-5.6 Asph. Mega OIS,,2,ptlens,20,0,-0.0088,0,,,,0.5408326913
Panasonic,Lumix G Vario 12-32mm f/3.5-5.6 Asph. Mega OIS,,2,ptlens,32,0,0.00353,0,,,,0.3380204321
Panasonic,Lumix G Vario 12-60mm f/3.5-5.6 Asph. Power OIS,,2,ptlens,12,0.0287212,-0.0853854,-0.0106763,,,,0.9013878189
Panasonic,Lumix G Vario 12-60mm f/3.5-5.6 Asph. Power OIS,,2,ptlens,15,-0.00918518,0.053883,-0.127008,,,,0.7211102551
Panasonic,Lumix G Vario 12-60mm f/3.5-5.6 Asph. Power OIS,,2,ptlens,18,0.00962417,-0.0250619,0.015732,,,,0.6009252126
Panasonic,Lumix G Vario 12-60mm f/3.5-5.6 Asph. Power OIS,,2,ptlens,30,0.00636623,-0.015593,0.0327523,,,,0.3605551275
Panasonic,Lumix G Vario 12-60mm f/3.5-5.6 Asph. Power OIS,,2,ptlens,60,0,0.00784641,0,,,,0.1802775638
Panasonic,Lumix G Vario 14-140mm f/3.5-5.6,,2,ptlens,14,0.02559,-0.09222,0.02687,,,,0.7726181305
Panasonic,Lumix G Vario 14-140mm f/3.5-5.6,,2,ptlens,19,0.02193,-0.07774,0.0502,,,,0.5692975698
Panasonic,Lumix G Vario 14-140mm f/3.5-5.6,,2,ptlens,26,0.00635,-0.02395,0.02026,,,,0.4160251472
Panasonic,Lumix G Vario 14-140mm f/3.5-5.6,,2,ptlens,37,0.00188,-0.00037,-0.00532,,,,0.2923419953
Panasonic,Lumix G Vario 14-140mm f/3.5-5.6,,2,ptlens,46,0.00292,0.00204,-0.0141,,,,0.2351446484
Panasonic,Lumix G Vario 14-140mm f/3.5-5.6,,2,ptlens,69,-0.00526,0.02418,-0.02834,,,,0.1567630989
Panasonic,Lumix G Vario 14-140mm f/3.5-5.6,,2,ptlens,102,-0.00722,0.02631,-0.02095,,,,0.1060456257
Panasonic,Lumix G Vario 14-140mm f/3.5-5.6,,2,ptlens,140,0.00108,-0.00403,0.01137,,,,0.07726181305
Panasonic,Lumix G Vario 14-140mm f/3.5-5.6 II,,2,ptlens,14,0.02559,-0.09222,0.02687,,,,0.7726181305
Panasonic,Lumix G Vario 14-140mm f/3.5-5.6 II,,2,ptlens,19,0.02193,-0.07774,0.0502,,,,0.5692975698
Panasonic,Lumix G Vario 14-140mm f/3.5-5.6 II,,2,ptlens,26,0.00635,-0.02395,0.02026,,,,0.4160251472
Panasonic,Lumix G Vario 14-140mm f/3.5-5.6 II,,2,ptlens,37,0.00188,-0.00037,-0.00532,,,,0.2923419953
Panasonic,Lumix G Vario 14-140mm f/3.5-5.6 II,,2,ptlens,46,0.00292,0.00204,-0.0141,,,,0.2351446484
Panasonic,Lumix G Vario 14-140mm f/3.5-5.6 II,,2,ptlens,69,-0.00526,0.02418,-0.02834,,,,0.1567630989
Panasonic,Lumix G Vario 14-140mm f/3.5-5.6 II,,2,ptlens,102,-0.00722,0.02631,-0.02095,,,,0.1060456257
Panasonic,Lumix G Vario 14-140mm f/3.5-5.6 II,,2,ptlens,140,0.00108,-0.00403,0.01137,,,,0.07726181305
Panasonic,Lumix G Vario 14-42mm f/3.5-5.6 II,,2,ptlens,14,0.0225278,-0.0802366,0.00964907,,,,0.7726181305
Panasonic,Lumix G Vario 14-42mm f/3.5-5.6 II,,2,ptlens,18,0.0429574,-0.140955,0.102005,,,,0.6009252126
Panasonic,Lumix G Vario 14-42mm f/3.5-5.6 II,,2,ptlens,25,0.0136782,-0.0405175,0.0293264,,,,0.4326661531
Panasonic,Lumix G Vario 14-42mm f/3.5-5.6 II,,2,ptlens,35,0.00177402,0.00379145,-0.000383617,,,,0.3090472522
Panasonic,Lumix G Vario 14-42mm f/3.5-5.6 II,,2,ptlens,42,-0.00198101,0.0153511,-0.00974301,,,,0.2575393768
Panasonic,Lumix G Vario 14-45mm f/3.5-5.6 Asph. Mega OIS,,2,ptlens,14,0.025592,-0.090127,0.015798,,,,0.7726181305
Panasonic,Lumix G Vario 14-45mm f/3.5-5.6 Asph. Mega OIS,,2,ptlens,16,0.01809,-0.073058,0.022836,,,,0.6760408641
Panasonic,Lumix G Vario 14-45mm f/3.5-5.6 Asph. Mega OIS,,2,ptlens,18,0.012509,-0.059775,0.024515,,,,0.6009252126
Panasonic,Lumix G Vario 14-45mm f/3.5-5.6 Asph. Mega OIS,,2,ptlens,21,0.007897,-0.037455,0.009952,,,,0.5150787536
Panasonic,Lumix G Vario 14-45mm f/3.5-5.6 Asph. Mega OIS,,2,ptlens,24,0.003023,-0.018247,-0.004231,,,,0.4506939094
Panasonic,Lumix G Vario 14-45mm f/3.5-5.6 Asph. Mega OIS,,2,ptlens,26,0.003449,-0.019627,0.003703,,,,0.4160251472
Panasonic,Lumix G Vario 14-45mm f/3.5-5.6 Asph. Mega OIS,,2,ptlens,30,0.010133,-0.036009,0.020535,,,,0.3605551275
Panasonic,Lumix G Vario 14-45mm f/3.5-5.6 Asph. Mega OIS,,2,ptlens,34,-0.002539,0.00401,-0.012615,,,,0.3181368772
Panasonic,Lumix G Vario 14-45mm f/3.5-5.6 Asph. Mega OIS,,2,ptlens,37,0.000292,-0.002104,-0.005641,,,,0.2923419953
Panasonic,Lumix G Vario 14-45mm f/3.5-5.6 Asph. Mega OIS,,2,ptlens,40,-0.003796,0.009287,-0.011851,,,,0.2704163457
Panasonic,Lumix G Vario 14-45mm f/3.5-5.6 Asph. Mega OIS,,2,ptlens,45,-0.000847,0.003645,-0.008538,,,,0.240370085
Panasonic,Lumix G Vario 35-100mm f/4.0-5.6 Asph. Mega OIS,,2,ptlens,35,0.00663258,-0.0185251,0.0134508,,,,0.3090472522
Panasonic,Lumix G Vario 35-100mm f/4.0-5.6 Asph. Mega OIS,,2,ptlens,40,0.00258479,-0.00661156,0.00697864,,,,0.2704163457
Panasonic,Lumix G Vario 35-100mm f/4.0-5.6 Asph. Mega OIS,,2,ptlens,45,0.000553098,0.00439218,-0.00355882,,,,0.240370085
Panasonic,Lumix G Vario 35-100mm f/4.0-5.6 Asph. Mega OIS,,2,ptlens,50,0.000346598,0.00614855,-0.00173778,,,,0.2163330765
Panasonic,Lumix G Vario 35-100mm f/4.0-5.6 Asph. Mega OIS,,2,ptlens,62,-0.000115581,0.00511291,0.00988016,,,,0.1744621585
Panasonic,Lumix G Vario 35-100mm f/4.0-5.6 Asph. Mega OIS,,2,ptlens,78,-0.0104497,0.039446,-0.0251468,,,,0.1386750491
Panasonic,Lumix G Vario 35-100mm f/4.0-5.6 Asph. Mega OIS,,2,ptlens,100,-0.0131383,0.0562571,-0.0528326,,,,0.1081665383
Panasonic,Lumix G Vario 45-150mm f/4.0-5.6,,2,ptlens,45,-0.01139,0.04017,-0.04716,,,,0.240370085
Panasonic,Lumix G Vario 45-150mm f/4.0-5.6,,2,ptlens,57,-0.00155,0.00515,0.00461,,,,0.1897658566
Panasonic,Lumix G Vario 45-150mm f/4.0-5.6,,2,ptlens,76,0.00308,-0.00023,-0.00171,,,,0.1423243925
Panasonic,Lumix G Vario 45-150mm f/4.0-5.6,,2,ptlens,103,0.00053,-0.00134,0.01016,,,,0.1050160566
Panasonic,Lumix G Vario 45-150mm f/4.0-5.6,,2,ptlens,121,-0.01453,0.05028,-0.04729,,,,0.08939383328
Panasonic,Lumix G Vario 45-150mm f/4.0-5.6,,2,ptlens,150,-0.00394,0.00897,0.00515,,,,0.07211102551
Panasonic,Lumix G Vario 45-200mm f/4.0-5.6,,2,ptlens,45,0,0,0,,,,0.240370085
Panasonic,Lumix G Vario 45-200mm f/4.0-5.6,,2,ptlens,61,0,0.00494,0,,,,0.1773221939
Panasonic,Lumix G Vario 45-200mm f/4.0-5.6,,2,ptlens,72,0,0.00645,0,,,,0.1502313031
Panasonic,Lumix G Vario 45-200mm f/4.0-5.6,,2,ptlens,103,-0.001,0.007,0.002,,,,0.1050160566
Panasonic,Lumix G Vario 45-200mm f/4.0-5.6,,2,ptlens,144,-0.005,0.023,-0.015,,,,0.07511565157
Panasonic,Lumix G Vario 45-200mm f/4.0-5.6,,2,ptlens,180,-0.003,0.02,-0.017,,,,0.06009252126
Panasonic,Lumix G Vario 45-200mm f/4.0-5.6,,2,ptlens,200,0.004,-0.007,0.012,,,,0.05408326913
Panasonic,Lumix G Vario 7-14mm f/4.0 Asph.,,2,ptlens,7,0.02686,-0.10328,0.05484,,,,1.545236261
Panasonic,Lumix G Vario 7-14mm f/4.0 Asph.,,2,ptlens,8,0.02352,-0.08574,0.03957,,,,1.352081728
