lens_make,lens_model,lens_type,lens_crop_factor,lens_dist_model,lens_dist_focal,lens_dist_a,lens_dist_b,lens_dist_c,lens_dist_k1,lens_dist_k2,lens_dist_k3,Corner Radius
Canon,Fixed lens PowerShot A520,,6.05,ptlens,11.813,0,-0.006082,0,,,,0.3026964642
Canon,Fixed lens PowerShot A520,,6.05,ptlens,13.813,0,-0.00366,0,,,,0.2588686984
Canon,Fixed lens PowerShot A520,,6.05,ptlens,16,0,-0.001945,0,,,,0.2234845832
Canon,Fixed lens PowerShot A520,,6.05,ptlens,18.688,0,0,0,,,,0.1913395404
Canon,Fixed lens PowerShot A520,,6.05,ptlens,23.188,0,0.001312,0,,,,0.154207061
Canon,Fixed lens PowerShot A610,,4.8,ptlens,7.3,0.013142,-0.038236,0,,,,0.617388917
Canon,Fixed lens PowerShot A610,,4.8,ptlens,9.565,0.011837,-0.029698,0,,,,0.4711907051
Canon,Fixed lens PowerShot A610,,4.8,ptlens,12.565,0.003459,-0.005793,0,,,,0.3586899399
Canon,Fixed lens PowerShot A610,,4.8,ptlens,14.926,0,0,0,,,,0.3019522373
Canon,Fixed lens PowerShot A610,,4.8,ptlens,17.342,0,0.001577,0,,,,0.2598857741
Canon,Fixed lens PowerShot A610,,4.8,ptlens,21.709,0,0.001875,0,,,,0.2076069416
Canon,Fixed lens PowerShot A610,,4.8,ptlens,29.2,0,0.004818,0,,,,0.1543472293
Canon,Fixed lens PowerShot A610,,4.8,ptlens,7.3,0.006931,-0.02547,0.006226,,,,0.617388917
Canon,Fixed lens PowerShot A610,,4.8,ptlens,8.5,0.007764,-0.02951,0.016444,,,,0.5302281287
Canon,Fixed lens PowerShot A610,,4.8,ptlens,9.6,0.007302,-0.023408,0.013186,,,,0.4694728223
Canon,Fixed lens PowerShot A610,,4.8,ptlens,10.8,-0.003107,0.009694,-0.011024,,,,0.4173091754
Canon,Fixed lens PowerShot A610,,4.8,ptlens,12.6,-0.003635,0.007541,-0.002584,,,,0.3576935789
Canon,Fixed lens PowerShot A610,,4.8,ptlens,14.9,-0.0013,0.002528,0,,,,0.3024791338
Canon,Fixed lens PowerShot A610,,4.8,ptlens,17.3,-0.001404,0.014591,-0.024707,,,,0.2605167107
Canon,Fixed lens PowerShot A610,,4.8,ptlens,21.7,0.000238,0.005374,-0.016188,,,,0.2076930458
Canon,Fixed lens PowerShot A610,,4.8,ptlens,29.2,-0.035658,0.101639,-0.087315,,,,0.1543472293
Canon,Fixed lens PowerShot A640,,4.79,ptlens,7.3,0.02127,-0.05684,0.0111,,,,0.6186778292
Canon,Fixed lens PowerShot A640,,4.79,ptlens,8.5,0.01234,-0.03216,-0.00418,,,,0.5313350768
Canon,Fixed lens PowerShot A640,,4.79,ptlens,9.6,0.00595,-0.01344,-0.01032,,,,0.4704529326
Canon,Fixed lens PowerShot A640,,4.79,ptlens,10.8,0.01574,-0.04867,0.03964,,,,0.4181803845
Canon,Fixed lens PowerShot A640,,4.79,ptlens,12.6,0,0.00126,0,,,,0.3584403296
Canon,Fixed lens PowerShot A640,,4.79,ptlens,29.2,0,0.00432,0,,,,0.1546694573
Canon,Fixed lens PowerShot A640,,4.79,ptlens,7.3,0.0204767,-0.0650704,-0.0334725,,,,0.6186778292
Canon,Fixed lens PowerShot A640,,4.79,ptlens,10.835,0.00860135,-0.0295857,-0.0141913,,,,0.416829548
Canon,Fixed lens PowerShot A640,,4.79,ptlens,12.565,-0.00165163,0.0102251,-0.0502586,,,,0.3594387706
Canon,Fixed lens PowerShot A640,,4.79,ptlens,17.342,0,-0.0050918,0,,,,0.2604283331
Canon,Fixed lens PowerShot A640,,4.79,ptlens,29.2,0,0.00169117,0,,,,0.1546694573
Canon,Fixed lens PowerShot A650 IS,,4.67712,ptlens,7.4,0.02,-0.06,0.021,,,,0.6250470275
Canon,Fixed lens PowerShot A650 IS,,4.67712,ptlens,9,0.021,-0.045,0.022,,,,0.5139275559
Canon,Fixed lens PowerShot A650 IS,,4.67712,ptlens,10.7,-0.013,0.036,-0.036,,,,0.4322755143
Canon,Fixed lens PowerShot A650 IS,,4.67712,ptlens,14.8,0.007,-0.012,0.003,,,,0.3125235137
Canon,Fixed lens PowerShot A650 IS,,4.67712,ptlens,18.9,-0.002,0.02,-0.027,,,,0.2447274076
Canon,Fixed lens PowerShot A650 IS,,4.67712,ptlens,25,-0.004,0.013,-0.009,,,,0.1850139201
Canon,Fixed lens PowerShot A650 IS,,4.67712,ptlens,44.4,0.002,0.008,-0.005,,,,0.1041745046
Canon,Fixed lens PowerShot A720 IS,,6.03,ptlens,5.8,0.02218,-0.07779,0.05524,,,,0.6185540016
Canon,Fixed lens PowerShot A720 IS,,6.03,ptlens,6.4,0.01639,-0.0598,0.04786,,,,0.560564564
Canon,Fixed lens PowerShot A720 IS,,6.03,ptlens,7.1,0.01223,-0.04113,0.02913,,,,0.5052976351
Canon,Fixed lens PowerShot A720 IS,,6.03,ptlens,11.5,0.0015,-0.00506,0.00807,,,,0.311966366
Canon,Fixed lens PowerShot A720 IS,,6.03,ptlens,26.7,-0.00758,0.02306,-0.02099,,,,0.1343675359
Canon,Fixed lens PowerShot A720 IS,,6.03,ptlens,34.8,-0.00352,0.01759,-0.01439,,,,0.1030923336
Canon,Fixed lens PowerShot A85,,6.5,ptlens,5.406,0.007133,-0.026098,0,,,,0.6156494964
Canon,Fixed lens PowerShot A85,,6.5,ptlens,6.594,0.002986,-0.017472,0,,,,0.5047317527
Canon,Fixed lens PowerShot A85,,6.5,ptlens,7.844,0,-0.009721,0,,,,0.4242989772
Canon,Fixed lens PowerShot A85,,6.5,ptlens,9.406,0,-0.00769,0,,,,0.3538381009
Canon,Fixed lens PowerShot A85,,6.5,ptlens,11.313,0,-0.005908,0,,,,0.2941926259
Canon,Fixed lens PowerShot A85,,6.5,ptlens,13.438,0,-0.003555,0,,,,0.247670872
Canon,Fixed lens PowerShot A85,,6.5,ptlens,16.219,0,-0.003735,0,,,,0.2052038459
Canon,Fixed lens PowerShot A95,,4.85,ptlens,7.813,0.004902,-0.021392,0,,,,0.5709043651
Canon,Fixed lens PowerShot A95,,4.85,ptlens,9.625,0,-0.011,0,,,,0.4634260576
Canon,Fixed lens PowerShot A95,,4.85,ptlens,11.438,0,-0.008375,0,,,,0.3899699077
Canon,Fixed lens PowerShot A95,,4.85,ptlens,16.219,0,-0.004156,0,,,,0.2750154636
Canon,Fixed lens PowerShot A95,,4.85,ptlens,19.25,0,-0.002078,0,,,,0.2317130288
Canon,Fixed lens PowerShot A95,,4.85,ptlens,23.406,0,0,0,,,,0.1905697601
Canon,Fixed lens PowerShot A95,,4.85,ptlens,7.813,0.025867,-0.072267,0,,,,0.5709043651
Canon,Fixed lens PowerShot A95,,4.85,ptlens,9.625,0.012406,-0.044804,0,,,,0.4634260576
Canon,Fixed lens PowerShot A95,,4.85,ptlens,11.438,0.005944,-0.029328,0,,,,0.3899699077
Canon,Fixed lens PowerShot A95,,4.85,ptlens,13.594,0.005648,-0.024829,0,,,,0.3281209213
Canon,Fixed lens PowerShot A95,,4.85,ptlens,16.219,0,-0.010682,0,,,,0.2750154636
Canon,Fixed lens PowerShot A95,,4.85,ptlens,19.25,0,-0.006784,0,,,,0.2317130288
Canon,Fixed lens PowerShot A95,,4.85,ptlens,23.406,0,-0.004297,0,,,,0.1905697601
Canon,Fixed lens PowerShot A95,,4.85,poly3,11.438,,,,0.010621,,,0.3899699077
Canon,Fixed lens PowerShot A95,,4.85,poly3,13.594,,,,0.002913,,,0.3281209213
Canon,Fixed lens PowerShot A95,,4.85,poly3,16.219,,,,0.000742,,,0.2750154636
Canon,Fixed lens PowerShot A95,,4.85,poly3,19.25,,,,0.001395,,,0.2317130288
Canon,Fixed lens PowerShot A95,,4.85,poly3,23.406,,,,0.001399,,,0.1905697601
Canon,Fixed lens Powershot ELPH 110 HS,,5.58,ptlens,4.3,0.0414,-0.15308,0.04158,,,,0.9016132222
Canon,Fixed lens Powershot ELPH 110 HS,,5.58,ptlens,7.8,0,-0.01745,0,,,,0.4970431866
Canon,Fixed lens Powershot ELPH 110 HS,,5.58,ptlens,11.2,0,-0.00357,0,,,,0.3461550764
Canon,Fixed lens Powershot ELPH 110 HS,,5.58,ptlens,16.2,0,0.00377,0,,,,0.2393170898
Canon,Fixed lens Powershot ELPH 110 HS,,5.58,ptlens,21.5,0,0.00709,0,,,,0.1803226444
Canon,Fixed lens PowerShot G1,,4.843,ptlens,7,0.013759,-0.037638,0,,,,0.6381318443
Canon,Fixed lens PowerShot G1,,4.843,ptlens,9.344,0.006407,-0.013665,0,,,,0.4780525374
Canon,Fixed lens PowerShot G1,,4.843,ptlens,10.75,0,0.004427,-0.008376,,,,0.4155277126
Canon,Fixed lens PowerShot G1,,4.843,ptlens,12.5,0,0.001899,0,,,,0.3573538328
Canon,Fixed lens PowerShot G1,,4.843,ptlens,18.781,0,0.003174,0,,,,0.2378426553
Canon,Fixed lens PowerShot G1,,4.843,ptlens,21,0,0.003938,0,,,,0.2127106148
Canon,Fixed lens PowerShot G1 X,,1.85,ptlens,15.1,0.02381,-0.08242,-0.01669,,,,0.7744158816
Canon,Fixed lens PowerShot G1 X,,1.85,ptlens,17,0.00081,-0.02913,-0.03657,,,,0.6878635184
Canon,Fixed lens PowerShot G1 X,,1.85,ptlens,19.56,0.01803,-0.06927,0.014,,,,0.5978363912
Canon,Fixed lens PowerShot G1 X,,1.85,ptlens,21.3,-0.001127,-0.001957,-0.005056,,,,0.5489990522
Canon,Fixed lens PowerShot G1 X,,1.85,ptlens,22.45,0.04317,-0.09935,0.03411,,,,0.5208766063
Canon,Fixed lens PowerShot G1 X,,1.85,ptlens,29.3,-0.01981,0.03978,-0.03657,,,,0.3991017001
Canon,Fixed lens PowerShot G1 X,,1.85,ptlens,31.92,-0.04093,0.10365,-0.08171,,,,0.3663433525
Canon,Fixed lens PowerShot G1 X,,1.85,ptlens,41.88,-0.01251,0.02732,-0.02112,,,,0.2792187157
Canon,Fixed lens PowerShot G1 X,,1.85,ptlens,51.33,-0.00187,-0.00664,0.01155,,,,0.2278137505
Canon,Fixed lens PowerShot G1 X,,1.85,ptlens,60.4,-0.00854,0.01168,-0.00657,,,,0.1936039704
Canon,Fixed lens PowerShot G1 X Mark II,,1.93,ptlens,12.5,0.05797,-0.1878,-0.00495,,,,0.8967174157
Canon,Fixed lens PowerShot G1 X Mark II,,1.93,ptlens,14.1,0.06523,-0.20887,0.04553,,,,0.7949622479
Canon,Fixed lens PowerShot G1 X Mark II,,1.93,ptlens,19.1,0.01625,-0.06262,-0.02229,,,,0.5868569474
Canon,Fixed lens PowerShot G1 X Mark II,,1.93,ptlens,25.4,0.00807,-0.03785,-0.01218,,,,0.4412979408
Canon,Fixed lens PowerShot G1 X Mark II,,1.93,ptlens,34.9,0.00387,-0.02733,0.00371,,,,0.3211738595
Canon,Fixed lens PowerShot G1 X Mark II,,1.93,ptlens,48.3,0,-0.00928,0,,,,0.2320697245
Canon,Fixed lens PowerShot G1 X Mark II,,1.93,ptlens,62.5,0,0.0002,0,,,,0.1793434831
Canon,Fixed lens PowerShot G1 X Mark III,,1.608,ptlens,15,0.01079,-0.06596,0.02292,,,,0.8969033024
Canon,Fixed lens PowerShot G1 X Mark III,,1.608,ptlens,15.7,0.01118,-0.06694,0.02574,,,,0.8569139831
Canon,Fixed lens PowerShot G1 X Mark III,,1.608,ptlens,16.8,0.00895,-0.05911,0.03463,,,,0.80080652
Canon,Fixed lens PowerShot G1 X Mark III,,1.608,ptlens,17.1,0.00751,-0.05332,0.02866,,,,0.7867572828
Canon,Fixed lens PowerShot G1 X Mark III,,1.608,ptlens,18.7,0.00353,-0.03648,0.02584,,,,0.7194411516
Canon,Fixed lens PowerShot G1 X Mark III,,1.608,ptlens,20.8,0.00044,-0.02168,0.02397,,,,0.6468052661
Canon,Fixed lens PowerShot G1 X Mark III,,1.608,ptlens,23.6,-0.00035,-0.01565,0.02743,,,,0.5700656583
Canon,Fixed lens PowerShot G1 X Mark III,,1.608,ptlens,24.9,-0.00471,0.00172,0.01123,,,,0.5403031942
Canon,Fixed lens PowerShot G1 X Mark III,,1.608,ptlens,27.4,-0.00323,0.00056,0.01404,,,,0.4910054575
Canon,Fixed lens PowerShot G1 X Mark III,,1.608,ptlens,30.3,-0.00071,-0.00851,0.02829,,,,0.4440115358
Canon,Fixed lens PowerShot G1 X Mark III,,1.608,ptlens,33.7,-0.00245,0.00253,0.01196,,,,0.3992151197
Canon,Fixed lens PowerShot G1 X Mark III,,1.608,ptlens,36.6,-0.00097,-0.0013,0.01565,,,,0.3675833206
Canon,Fixed lens PowerShot G1 X Mark III,,1.608,ptlens,39.5,-0.00337,0.0083,0.00073,,,,0.3405961908
Canon,Fixed lens PowerShot G1 X Mark III,,1.608,ptlens,41.6,0.00294,-0.01769,0.03232,,,,0.3234026331
Canon,Fixed lens PowerShot G1 X Mark III,,1.608,ptlens,43.4,0.00372,-0.01602,0.02337,,,,0.3099896206
Canon,Fixed lens PowerShot G1 X Mark III,,1.608,ptlens,45,0.00082,-0.00466,0.00844,,,,0.2989677675
Canon,Fixed lens PowerShot G11,,4.554,ptlens,6.1,0.01606,-0.0393,-0.0167,,,,0.7787535963
Canon,Fixed lens PowerShot G11,,4.554,ptlens,6.8,0.01748,-0.04705,0.00205,,,,0.6985877849
Canon,Fixed lens PowerShot G11,,4.554,ptlens,7.4,0.01142,-0.03243,-0.00035,,,,0.6419455321
Canon,Fixed lens PowerShot G11,,4.554,ptlens,8.1,0.00543,-0.01716,-0.0055,,,,0.5864687577
Canon,Fixed lens PowerShot G11,,4.554,ptlens,8.9,0.02055,-0.07109,0.0607,,,,0.5337524649
Canon,Fixed lens PowerShot G11,,4.554,ptlens,9.8,0.00921,-0.03151,0.01933,,,,0.4847343814
Canon,Fixed lens PowerShot G11,,4.554,ptlens,10.8,0.01856,-0.06136,0.05221,,,,0.4398515683
Canon,Fixed lens PowerShot G11,,4.554,ptlens,12.1,0.00658,-0.01928,0.00538,,,,0.3925947882
Canon,Fixed lens PowerShot G11,,4.554,ptlens,13.8,0.00985,-0.03216,0.02499,,,,0.3442316621
Canon,Fixed lens PowerShot G11,,4.554,ptlens,18.1,-0.00766,-0.00228,0.03218,,,,0.2624528695
Canon,Fixed lens PowerShot G11,,4.554,ptlens,21.5,0.01669,-0.05429,0.04885,,,,0.2209486948
Canon,Fixed lens PowerShot G11,,4.554,ptlens,25,0.01337,-0.04578,0.04414,,,,0.1900158775
Canon,Fixed lens PowerShot G11,,4.554,ptlens,30.5,-0.00269,0.00762,-0.00738,,,,0.1557507193
Canon,Fixed lens PowerShot G12,,4.63,poly5,6.1,,,,-0.030571633,0.004658548,,0.7659705999
Canon,Fixed lens PowerShot G12,,4.63,poly5,8.108,,,,-0.015375784,0.00166965,,0.5762728983
Canon,Fixed lens PowerShot G12,,4.63,poly5,12.074,,,,-0.010041248,-0.001118356,,0.3869819993
Canon,Fixed lens PowerShot G12,,4.63,poly5,18.098,,,,-0.002054377,0.000011075,,0.2581733152
Canon,Fixed lens PowerShot G12,,4.63,poly5,30.5,,,,-0.000323237,-0.000346917,,0.15319412
Canon,Fixed lens PowerShot G15,,4.65,ptlens,6.1,0.022578,-0.081031,0.011077,,,,0.7626761027
Canon,Fixed lens PowerShot G15,,4.65,ptlens,6.8,0.016019,-0.060546,0.008729,,,,0.6841653274
Canon,Fixed lens PowerShot G15,,4.65,ptlens,6.9,0.011908,-0.051294,0.003986,,,,0.6742498879
Canon,Fixed lens PowerShot G15,,4.65,ptlens,8,0.006519,-0.032045,0.003748,,,,0.5815405283
Canon,Fixed lens PowerShot G15,,4.65,ptlens,8.2,0.005826,-0.027978,0.001562,,,,0.567356613
Canon,Fixed lens PowerShot G15,,4.65,ptlens,9.4,0.002976,-0.01566,0.000956,,,,0.4949281092
Canon,Fixed lens PowerShot G15,,4.65,ptlens,10,0.004576,-0.018882,0.006355,,,,0.4652324226
Canon,Fixed lens PowerShot G15,,4.65,ptlens,12.1,0.003211,-0.009651,0.004608,,,,0.3844896055
Canon,Fixed lens PowerShot G15,,4.65,ptlens,12.3,0,-0.002265,0,,,,0.378237742
Canon,Fixed lens PowerShot G15,,4.65,ptlens,15,0.000553,-0.00215,0.002442,,,,0.3101549484
Canon,Fixed lens PowerShot G15,,4.65,ptlens,16.6,-0.000575,0.001992,-0.00218,,,,0.2802604956
Canon,Fixed lens PowerShot G15,,4.65,ptlens,19.7,-0.00042,0.001545,-0.001722,,,,0.2361585902
Canon,Fixed lens PowerShot G15,,4.65,ptlens,22.1,0.000308,-0.001009,0.00094,,,,0.2105124084
Canon,Fixed lens PowerShot G15,,4.65,ptlens,27.8,-0.000202,0.000728,-0.000847,,,,0.1673497923
Canon,Fixed lens PowerShot G15,,4.65,ptlens,30.5,0.00035,-0.00121,0.0012,,,,0.1525352205
Canon,Fixed lens PowerShot G16,,4.67,ptlens,6.1,0.02662,-0.08597,0.00168,,,,0.7594098239
Canon,Fixed lens PowerShot G16,,4.67,ptlens,9.3,0.00732,-0.02562,-0.00453,,,,0.4981075189
Canon,Fixed lens PowerShot G16,,4.67,ptlens,12.5,-0.00131,0.00129,-0.00833,,,,0.3705919941
Canon,Fixed lens PowerShot G16,,4.67,ptlens,19.7,0.00083,-0.00329,0.00391,,,,0.2351472043
Canon,Fixed lens PowerShot G16,,4.67,ptlens,30.5,0.00382,0.00241,-0.01637,,,,0.1518819648
Canon,Fixed lens PowerShot G2,,4.843,ptlens,7,0.01966,-0.051543,0,,,,0.6381318443
Canon,Fixed lens PowerShot G2,,4.843,ptlens,7.5,0.01713,-0.044177,0,,,,0.5955897213
Canon,Fixed lens PowerShot G2,,4.843,ptlens,8.313,0.013359,-0.032611,0,,,,0.5373418633
Canon,Fixed lens PowerShot G2,,4.843,ptlens,9.313,0.00832,-0.020187,0,,,,0.4796438215
Canon,Fixed lens PowerShot G2,,4.843,ptlens,10.688,0.006918,-0.015168,0,,,,0.4179381465
Canon,Fixed lens PowerShot G2,,4.843,ptlens,12.5,0.002267,-0.005193,0,,,,0.3573538328
Canon,Fixed lens PowerShot G2,,4.843,ptlens,14.594,0.003567,-0.007044,0,,,,0.30607941
Canon,Fixed lens PowerShot G2,,4.843,ptlens,16.813,0.000696,-0.001567,0,,,,0.2656826807
Canon,Fixed lens PowerShot G2,,4.843,ptlens,18.813,0.000325,-0.000456,0,,,,0.2374380965
Canon,Fixed lens PowerShot G2,,4.843,ptlens,20.313,0.0023,-0.003959,0,,,,0.2199046379
Canon,Fixed lens PowerShot G2,,4.843,ptlens,21,0.001324,-0.0012,0,,,,0.2127106148
Canon,Fixed lens PowerShot G2,,4.843,ptlens,7,0,-0.030599,-0.037374,,,,0.6381318443
Canon,Fixed lens PowerShot G2,,4.843,ptlens,7.5,0,-0.023359,-0.040861,,,,0.5955897213
Canon,Fixed lens PowerShot G2,,4.843,ptlens,8.313,0,-0.016976,-0.035516,,,,0.5373418633
Canon,Fixed lens PowerShot G2,,4.843,ptlens,10.688,0,-0.009919,-0.016346,,,,0.4179381465
Canon,Fixed lens PowerShot G2,,4.843,ptlens,12.5,0,-0.002436,-0.026822,,,,0.3573538328
Canon,Fixed lens PowerShot G3 X (3:2),,2.727,ptlens,8.8,0.02271,-0.08978,-0.03043,,,,0.9014779667
Canon,Fixed lens PowerShot G3 X (3:2),,2.727,ptlens,18.2,0.00158,-0.00132,-0.01188,,,,0.4358794564
Canon,Fixed lens PowerShot G3 X (3:2),,2.727,ptlens,25.2,0.00913,-0.02665,0.03024,,,,0.3148018296
Canon,Fixed lens PowerShot G3 X (3:2),,2.727,ptlens,31.7,0.00279,-0.0021,0.00316,,,,0.2502525586
Canon,Fixed lens PowerShot G3 X (3:2),,2.727,ptlens,36.8,-0.00521,0.02578,-0.02522,,,,0.2155708181
Canon,Fixed lens PowerShot G3 X (3:2),,2.727,ptlens,74.1,-0.00295,0.01588,-0.01285,,,,0.1070581121
Canon,Fixed lens PowerShot G3 X (3:2),,2.727,ptlens,106,-0.00103,0.00852,-0.00062,,,,0.07483968025
Canon,Fixed lens PowerShot G3 X (3:2),,2.727,ptlens,147.4,0.0052,-0.01375,0.02287,,,,0.0538195801
Canon,Fixed lens PowerShot G3 X (3:2),,2.727,ptlens,220,0.0059,-0.00793,0.00504,,,,0.03605911867
Canon,Fixed lens PowerShot G5 X (3:2),,2.72,ptlens,8.8,0.03872,-0.15563,0.02544,,,,0.9037979467
Canon,Fixed lens PowerShot G5 X (3:2),,2.72,ptlens,10.2,0.02069,-0.08948,-0.00758,,,,0.7797472482
Canon,Fixed lens PowerShot G5 X (3:2),,2.72,ptlens,12.8,0.00157,-0.01787,-0.04424,,,,0.6213610884
Canon,Fixed lens PowerShot G5 X (3:2),,2.72,ptlens,18.1,0,-0.01038,0,,,,0.4394155763
Canon,Fixed lens PowerShot G5 X (3:2),,2.72,ptlens,31,0,0.00302,0,,,,0.2565619978
Canon,Fixed lens PowerShot G5 X (3:2),,2.72,ptlens,36.8,0,0.00625,0,,,,0.216125596
Canon,Fixed lens PowerShot G5 X Mark II,,2.73,ptlens,8.8,0.05244,-0.18697,0.04965,,,,0.9004873315
Canon,Fixed lens PowerShot G5 X Mark II,,2.73,ptlens,10.4,0.02242,-0.09429,-0.00592,,,,0.761950819
Canon,Fixed lens PowerShot G5 X Mark II,,2.73,ptlens,13.2,0.0164,-0.06342,0.00533,,,,0.6003248877
Canon,Fixed lens PowerShot G5 X Mark II,,2.73,ptlens,18.2,0.0073,-0.01352,-0.02499,,,,0.435400468
Canon,Fixed lens PowerShot G5 X Mark II,,2.73,ptlens,29.9,0.00703,-0.00896,0.00388,,,,0.2650263718
Canon,Fixed lens PowerShot G5 X Mark II,,2.73,ptlens,35.5,0.00995,-0.01372,0.01438,,,,0.2232193949
Canon,Fixed lens PowerShot G5 X Mark II,,2.73,ptlens,44,0.03587,-0.09798,0.11118,,,,0.1800974663
Canon,Fixed lens PowerShot G6,,4.843,ptlens,7.188,0.013088,-0.036387,0,,,,0.6214416959
Canon,Fixed lens PowerShot G6,,4.843,ptlens,8,0.013092,-0.031149,0,,,,0.5583653637
Canon,Fixed lens PowerShot G6,,4.843,ptlens,9.094,0.009637,-0.019881,0,,,,0.491194514
Canon,Fixed lens PowerShot G6,,4.843,ptlens,10.188,0.00983,-0.017385,0,,,,0.4384494415
Canon,Fixed lens PowerShot G6,,4.843,ptlens,11.188,0.005089,-0.006514,0,,,,0.3992601814
Canon,Fixed lens PowerShot G6,,4.843,ptlens,14.406,0.001788,0.00205,0,,,,0.3100737824
Canon,Fixed lens PowerShot G6,,4.843,ptlens,17.594,0.001189,0.002614,0,,,,0.2538889911
Canon,Fixed lens PowerShot G6,,4.843,ptlens,20.688,0.000468,0.003817,0,,,,0.2159185475
Canon,Fixed lens PowerShot G6,,4.843,ptlens,23,0.000298,0.00272,0,,,,0.1942140396
Canon,Fixed lens PowerShot G6,,4.843,ptlens,25.094,0.00274,-0.002048,0,,,,0.1780076078
Canon,Fixed lens PowerShot G6,,4.843,ptlens,28.813,-8.60E-05,0.005193,0,,,,0.1550315104
Canon,Fixed lens PowerShot G6,,4.843,ptlens,7.19,0.016762,-0.065439,0,,,,0.6212688331
Canon,Fixed lens PowerShot G6,,4.843,ptlens,8,0.015048,-0.055117,0,,,,0.5583653637
Canon,Fixed lens PowerShot G6,,4.843,ptlens,9.09,0.013772,-0.045475,0,,,,0.4914106612
Canon,Fixed lens PowerShot G6,,4.843,ptlens,10.2,0.008903,-0.030862,0,,,,0.4379336186
Canon,Fixed lens PowerShot G7,,4.843,ptlens,7.4,0.01524,-0.04187,0,,,,0.6036382311
Canon,Fixed lens PowerShot G7,,4.843,ptlens,8.2,0.02388,-0.05622,0,,,,0.5447466963
Canon,Fixed lens PowerShot G7,,4.843,ptlens,9.03,0.02001,-0.04515,0,,,,0.4946758483
Canon,Fixed lens PowerShot G7,,4.843,ptlens,9.86,0.01247,-0.02718,0,,,,0.4530347779
Canon,Fixed lens PowerShot G7,,4.843,ptlens,10.67,0.01247,-0.02718,0,,,,0.4186431968
Canon,Fixed lens PowerShot G7,,4.843,ptlens,12.73,0,-0.0004,0,,,,0.3508973221
Canon,Fixed lens PowerShot G7,,4.843,ptlens,14.78,0,0.00042,0,,,,0.3022275311
Canon,Fixed lens PowerShot G7,,4.843,ptlens,16.82,0,0.00021,0,,,,0.2655721112
Canon,Fixed lens PowerShot G7,,4.843,ptlens,21.92,0,0.00107,0,,,,0.2037829795
Canon,Fixed lens PowerShot G7,,4.843,ptlens,29.16,0,0.00078,0,,,,0.1531866567
Canon,Fixed lens PowerShot G7,,4.843,ptlens,36.8,0,0.00298,0,,,,0.1213837747
Canon,Fixed lens PowerShot G7,,4.843,ptlens,44.4,0,0.00672,0,,,,0.1006063718
Canon,Fixed lens PowerShot G9 X,,2.72,ptlens,10.2,0.0263809,-0.139829,0.0743743,,,,0.7797472482
Canon,Fixed lens PowerShot G9 X,,2.72,ptlens,16.017,0,-0.0219906,0,,,,0.4965612743
Canon,Fixed lens PowerShot G9 X,,2.72,ptlens,20.144,0,-0.0118092,0,,,,0.3948283326
Canon,Fixed lens PowerShot G9 X,,2.72,ptlens,30.6,0,-0.00463501,0,,,,0.2599157494
Canon,Fixed lens PowerShot Pro1,,3.933,ptlens,7.188,0.01839,-0.04535,0,,,,0.765228104
Canon,Fixed lens PowerShot Pro1,,3.933,ptlens,8.875,0.016286,-0.032262,0,,,,0.6197700971
Canon,Fixed lens PowerShot Pro1,,3.933,ptlens,10.125,0.005988,-0.010532,0,,,,0.5432552703
Canon,Fixed lens PowerShot Pro1,,3.933,ptlens,11.5,0,0,0,,,,0.4783008358
Canon,Fixed lens PowerShot Pro1,,3.933,ptlens,50.813,0,0,0,,,,0.1082490625
Canon,Fixed lens PowerShot Pro90 IS,,5.28,ptlens,7,0.014317,-0.036991,0,,,,0.5853167655
Canon,Fixed lens PowerShot Pro90 IS,,5.28,ptlens,8.7,0.007393,-0.012077,0,,,,0.470944524
Canon,Fixed lens PowerShot Pro90 IS,,5.28,ptlens,10,0,0.007132,0,,,,0.4097217358
Canon,Fixed lens PowerShot Pro90 IS,,5.28,ptlens,12.6,0,0.00894,0,,,,0.3251759808
Canon,Fixed lens PowerShot Pro90 IS,,5.28,ptlens,14.8,0,0.006866,0,,,,0.2768390107
Canon,Fixed lens PowerShot Pro90 IS,,5.28,ptlens,18.7,0,0.004872,0,,,,0.2191025325
Canon,Fixed lens PowerShot Pro90 IS,,5.28,ptlens,22.9,0,0.003074,0,,,,0.1789177886
Canon,Fixed lens PowerShot Pro90 IS,,5.28,ptlens,50.5,0,0.000264,0,,,,0.081133017
Canon,Fixed lens PowerShot Pro90 IS,,5.28,ptlens,70,0,0,0,,,,0.05853167655
Canon,Fixed lens PowerShot S1 IS,,6.56,ptlens,5.8,0.020538,-0.050896,0,,,,0.5685793643
Canon,Fixed lens PowerShot S1 IS,,6.56,ptlens,7.334,0.012341,-0.02551,0,,,,0.4496537105
Canon,Fixed lens PowerShot S1 IS,,6.56,ptlens,10.492,0.018784,-0.035873,0,,,,0.3143118865
Canon,Fixed lens PowerShot S1 IS,,6.56,ptlens,12.5,0,0.003562,0,,,,0.263820825
Canon,Fixed lens PowerShot S1 IS,,6.56,ptlens,58,0,0.003236,0,,,,0.05685793643
Canon,Fixed lens PowerShot S100,,4.62,ptlens,5.2,0.02214,-0.10656,-0.01315,,,,0.9004873315
Canon,Fixed lens PowerShot S100,,4.62,ptlens,7,0.00303,-0.042,-0.00608,,,,0.6689334463
Canon,Fixed lens PowerShot S100,,4.62,ptlens,9.5,0,-0.0205,0,,,,0.4928983288
